*
*
*Day Ahead Generation forecasts For Wind And Solar Service (B1440) Data
*
*Time Series ID,Business Type,Power System Resource  Type,Settlement Date,Process Type,Settlement Period,Quantity,Document Type,Curve Type,Resolution,Active Flag,Document ID,Document RevNum
NGET-EMFIP-DGWS-TS-06236555,Wind generation,"Wind Offshore",2021-05-26,Day Ahead,6,2336.501,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWS-06239787,1
NGET-EMFIP-DGWS-TS-06236556,Wind generation,"Wind Onshore",2021-05-26,Day Ahead,6,1515.049,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWS-06239787,1
NGET-EMFIP-DGWS-TS-06236557,Solar generation,"Solar",2021-05-26,Day Ahead,5,0,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWS-06239787,1
NGET-EMFIP-DGWS-TS-06236555,Wind generation,"Wind Offshore",2021-05-26,Day Ahead,5,2336.501,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWS-06239787,1
NGET-EMFIP-DGWS-TS-06236556,Wind generation,"Wind Onshore",2021-05-26,Day Ahead,5,1515.049,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWS-06239787,1
NGET-EMFIP-DGWS-TS-06236557,Solar generation,"Solar",2021-05-26,Day Ahead,4,0,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWS-06239787,1
NGET-EMFIP-DGWS-TS-06236555,Wind generation,"Wind Offshore",2021-05-26,Day Ahead,4,2416.545,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWS-06239787,1
NGET-EMFIP-DGWS-TS-06236556,Wind generation,"Wind Onshore",2021-05-26,Day Ahead,4,1520.422,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWS-06239787,1
NGET-EMFIP-DGWS-TS-06236557,Solar generation,"Solar",2021-05-26,Day Ahead,3,0,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWS-06239787,1
NGET-EMFIP-DGWS-TS-06236555,Wind generation,"Wind Offshore",2021-05-26,Day Ahead,3,2416.545,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWS-06239787,1
NGET-EMFIP-DGWS-TS-06236556,Wind generation,"Wind Onshore",2021-05-26,Day Ahead,3,1520.422,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWS-06239787,1
NGET-EMFIP-DGWS-TS-06236554,Solar generation,"Solar",2021-05-26,Day Ahead,2,0,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWS-06239786,1
NGET-EMFIP-DGWS-TS-06236552,Wind generation,"Wind Offshore",2021-05-26,Day Ahead,2,3508.518,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWS-06239786,1
NGET-EMFIP-DGWS-TS-06236553,Wind generation,"Wind Onshore",2021-05-26,Day Ahead,2,1708.632,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWS-06239786,1
NGET-EMFIP-DGWS-TS-06236554,Solar generation,"Solar",2021-05-26,Day Ahead,1,0,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWS-06239786,1
NGET-EMFIP-DGWS-TS-06236552,Wind generation,"Wind Offshore",2021-05-26,Day Ahead,1,3508.518,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWS-06239786,1
NGET-EMFIP-DGWS-TS-06236553,Wind generation,"Wind Onshore",2021-05-26,Day Ahead,1,1708.632,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWS-06239786,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,48,0,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,48,1630.488,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,48,860.169,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,47,0,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,47,1630.488,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,47,860.169,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,46,0,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,46,1642.143,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,46,917.833,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,45,0,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,45,1642.143,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,45,917.833,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,44,0,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,44,1669.388,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,44,993.451,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,43,0,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,43,1669.388,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,43,993.451,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,42,64,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,42,1757.01,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,42,1169.963,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,41,290,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,41,1757.01,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,41,1169.963,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,40,645,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,40,1950.686,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,40,1440.324,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,39,1087,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,39,1950.686,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,39,1440.324,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,38,1587,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,38,2239.458,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,38,1658.662,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,37,2116,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,37,2239.458,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,37,1658.662,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,36,2655,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,36,2464.06,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,36,1805.202,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,35,3188,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,35,2464.06,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,35,1805.202,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,34,3690,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,34,2651.012,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,34,1915.76,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,33,4139,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,33,2651.012,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,33,1915.76,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,32,4527,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,32,2722.298,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,32,1987.132,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,31,4839,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,31,2722.298,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,31,1987.132,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,30,5039,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,30,2695.316,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,30,1997.141,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,29,5114,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,29,2695.316,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,29,1997.141,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,28,5184,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,28,2721.609,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,28,1982.983,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,27,5349,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,27,2721.609,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,27,1982.983,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,26,5503,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,26,2870.526,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,26,2030.591,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,25,5523,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,25,2870.526,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,25,2030.591,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,24,5435,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,24,2976.052,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,24,1987.059,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,23,5284,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,23,2976.052,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,23,1987.059,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,22,5063,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,22,2942.263,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,22,1920.114,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,21,4752,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,21,2942.263,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,21,1920.114,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,20,4329,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,20,2885.305,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,20,1841.693,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,19,3790,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,19,2885.305,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,19,1841.693,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,18,3199,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,18,2809.795,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,18,1721.086,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236035,Solar generation,"Solar",2021-05-26,Intraday,17,2622,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236033,Wind generation,"Wind Offshore",2021-05-26,Intraday,17,2809.795,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236034,Wind generation,"Wind Onshore",2021-05-26,Intraday,17,1721.086,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038433,1
NGET-EMFIP-DGWSINTRADAY-TS-06236032,Solar generation,"Solar",2021-05-26,Intraday,2,0,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038432,1
NGET-EMFIP-DGWSINTRADAY-TS-06236030,Wind generation,"Wind Offshore",2021-05-26,Intraday,2,2901.794,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038432,1
NGET-EMFIP-DGWSINTRADAY-TS-06236031,Wind generation,"Wind Onshore",2021-05-26,Intraday,2,1504.675,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038432,1
NGET-EMFIP-DGWSINTRADAY-TS-06236032,Solar generation,"Solar",2021-05-26,Intraday,1,0,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038432,1
NGET-EMFIP-DGWSINTRADAY-TS-06236030,Wind generation,"Wind Offshore",2021-05-26,Intraday,1,2901.794,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038432,1
NGET-EMFIP-DGWSINTRADAY-TS-06236031,Wind generation,"Wind Onshore",2021-05-26,Intraday,1,1504.675,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSINTRADAY-06038432,1
NGET-EMFIP-DGWSCURRENT-TS-06235449,Solar generation,"Solar",2021-05-26,Current,48,0,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSCURRENT-06038227,1
NGET-EMFIP-DGWSCURRENT-TS-06235447,Wind generation,"Wind Offshore",2021-05-26,Current,48,1812.71,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSCURRENT-06038227,1
NGET-EMFIP-DGWSCURRENT-TS-06235448,Wind generation,"Wind Onshore",2021-05-26,Current,48,905.499,Wind and solar forecast,Sequential fixed size block,PT30M,Y,NGET-EMFIP-DGWSCURRENT-06038227,1
